name,rating,reviews,location,salery,interview,job_ava
Bharat IT Services,3.4,296,IT Services & Consulting | New Delhi +48 other locations,986,17,--
Shree Renuka Sugars,4.1,296,Food Processing | Belgaum +41 other locations,1.1k,19,2
MobileComm Technologies India,3.7,296,Telecom | Gurgaon / Gurugram +31 other locations,1k,16,--
MMC Infotech Services,3.5,295,IT Services & Consulting | Chennai +7 other locations,1.1k,25,8
Alicon Castalloy,3.2,295,Auto Components | Pune +9 other locations,1.2k,10,--
SPML Infra,3.9,295,Engineering & Construction | Kolkata +50 other locations,794,21,23
Hema Engineering Industries,3.8,295,Auto Components | Gurgaon / Gurugram +22 other locations,1.1k,13,--
Nava Limited,3.8,296,Metals & Mining | Hyderabad / Secunderabad +24 other locations,1.1k,23,2
Alkyl Amines,4.1,295,Chemicals | Pune +15 other locations,1.2k,15,4
Gufic Biosciences,3.3,295,Pharma | Mumbai +34 other locations,1.2k,12,49
Adani Infra,3.8,295,Engineering & Construction | Ahmedabad +41 other locations,1.2k,31,--
Varindera Constructions,4.2,295,Engineering & Construction | New Delhi +19 other locations,881,13,4
Honda India Power Products,4.1,295,Industrial Machinery | Greater Noida +27 other locations,1k,25,--
Rainbow Childrens Hospital,3.9,295,Healthcare | Hyderabad / Secunderabad +13 other locations,975,22,1
Thomson Digital,3.9,296,Printing & Publishing | Noida +8 other locations,725,27,1
Azure Power,3.9,296,Power | New Delhi +24 other locations,1.2k,22,1
ONPASSIVE,2.6,296,IT Services & Consulting | Hyderabad / Secunderabad +7 other locations,1.4k,24,--
Bnp Paribas Securities,3.8,296,Financial Services | Chennai +8 other locations,1.8k,13,--
Skillmine Technology Consulting,3.6,296,IT Services & Consulting | Bangalore / Bengaluru +14 other locations,1.4k,18,1
Kubota Agricultural Machinery India,4.3,296,Agriculture | Chennai +44 other locations,1.2k,19,--
Bharat IT Services,3.4,296,IT Services & Consulting | New Delhi +48 other locations,986,17,--
Shree Renuka Sugars,4.1,296,Food Processing | Belgaum +41 other locations,1.1k,19,2
MobileComm Technologies India,3.7,296,Telecom | Gurgaon / Gurugram +31 other locations,1k,16,--
MMC Infotech Services,3.5,295,IT Services & Consulting | Chennai +7 other locations,1.1k,25,8
Alicon Castalloy,3.2,295,Auto Components | Pune +9 other locations,1.2k,10,--
SPML Infra,3.9,295,Engineering & Construction | Kolkata +50 other locations,794,21,23
Hema Engineering Industries,3.8,295,Auto Components | Gurgaon / Gurugram +22 other locations,1.1k,13,--
Nava Limited,3.8,296,Metals & Mining | Hyderabad / Secunderabad +24 other locations,1.1k,23,2
Alkyl Amines,4.1,295,Chemicals | Pune +15 other locations,1.2k,15,4
Gufic Biosciences,3.3,295,Pharma | Mumbai +34 other locations,1.2k,12,49
Adani Infra,3.8,295,Engineering & Construction | Ahmedabad +41 other locations,1.2k,31,--
Varindera Constructions,4.2,295,Engineering & Construction | New Delhi +19 other locations,881,13,4
Honda India Power Products,4.1,295,Industrial Machinery | Greater Noida +27 other locations,1k,25,--
Rainbow Childrens Hospital,3.9,295,Healthcare | Hyderabad / Secunderabad +13 other locations,975,22,1
Thomson Digital,3.9,296,Printing & Publishing | Noida +8 other locations,725,27,1
Azure Power,3.9,296,Power | New Delhi +24 other locations,1.2k,22,1
ONPASSIVE,2.6,296,IT Services & Consulting | Hyderabad / Secunderabad +7 other locations,1.4k,24,--
Bnp Paribas Securities,3.8,296,Financial Services | Chennai +8 other locations,1.8k,13,--
Skillmine Technology Consulting,3.6,296,IT Services & Consulting | Bangalore / Bengaluru +14 other locations,1.4k,18,1
Kubota Agricultural Machinery India,4.3,296,Agriculture | Chennai +44 other locations,1.2k,19,--
Bharat IT Services,3.4,296,IT Services & Consulting | New Delhi +48 other locations,986,17,--
Shree Renuka Sugars,4.1,296,Food Processing | Belgaum +41 other locations,1.1k,19,2
MobileComm Technologies India,3.7,296,Telecom | Gurgaon / Gurugram +31 other locations,1k,16,--
MMC Infotech Services,3.5,295,IT Services & Consulting | Chennai +7 other locations,1.1k,25,8
Alicon Castalloy,3.2,295,Auto Components | Pune +9 other locations,1.2k,10,--
SPML Infra,3.9,295,Engineering & Construction | Kolkata +50 other locations,794,21,23
Hema Engineering Industries,3.8,295,Auto Components | Gurgaon / Gurugram +22 other locations,1.1k,13,--
Nava Limited,3.8,296,Metals & Mining | Hyderabad / Secunderabad +24 other locations,1.1k,23,2
Alkyl Amines,4.1,295,Chemicals | Pune +15 other locations,1.2k,15,4
Gufic Biosciences,3.3,295,Pharma | Mumbai +34 other locations,1.2k,12,49
Adani Infra,3.8,295,Engineering & Construction | Ahmedabad +41 other locations,1.2k,31,--
Varindera Constructions,4.2,295,Engineering & Construction | New Delhi +19 other locations,881,13,4
Honda India Power Products,4.1,295,Industrial Machinery | Greater Noida +27 other locations,1k,25,--
Rainbow Childrens Hospital,3.9,295,Healthcare | Hyderabad / Secunderabad +13 other locations,975,22,1
Thomson Digital,3.9,296,Printing & Publishing | Noida +8 other locations,725,27,1
Azure Power,3.9,296,Power | New Delhi +24 other locations,1.2k,22,1
ONPASSIVE,2.6,296,IT Services & Consulting | Hyderabad / Secunderabad +7 other locations,1.4k,24,--
Bnp Paribas Securities,3.8,296,Financial Services | Chennai +8 other locations,1.8k,13,--
Skillmine Technology Consulting,3.6,296,IT Services & Consulting | Bangalore / Bengaluru +14 other locations,1.4k,18,1
Kubota Agricultural Machinery India,4.3,296,Agriculture | Chennai +44 other locations,1.2k,19,--
Bharat IT Services,3.4,296,IT Services & Consulting | New Delhi +48 other locations,986,17,--
Shree Renuka Sugars,4.1,296,Food Processing | Belgaum +41 other locations,1.1k,19,2
MobileComm Technologies India,3.7,296,Telecom | Gurgaon / Gurugram +31 other locations,1k,16,--
MMC Infotech Services,3.5,295,IT Services & Consulting | Chennai +7 other locations,1.1k,25,8
Alicon Castalloy,3.2,295,Auto Components | Pune +9 other locations,1.2k,10,--
SPML Infra,3.9,295,Engineering & Construction | Kolkata +50 other locations,794,21,23
Hema Engineering Industries,3.8,295,Auto Components | Gurgaon / Gurugram +22 other locations,1.1k,13,--
Nava Limited,3.8,296,Metals & Mining | Hyderabad / Secunderabad +24 other locations,1.1k,23,2
Alkyl Amines,4.1,295,Chemicals | Pune +15 other locations,1.2k,15,4
Gufic Biosciences,3.3,295,Pharma | Mumbai +34 other locations,1.2k,12,49
Adani Infra,3.8,295,Engineering & Construction | Ahmedabad +41 other locations,1.2k,31,--
Varindera Constructions,4.2,295,Engineering & Construction | New Delhi +19 other locations,881,13,4
Honda India Power Products,4.1,295,Industrial Machinery | Greater Noida +27 other locations,1k,25,--
Rainbow Childrens Hospital,3.9,295,Healthcare | Hyderabad / Secunderabad +13 other locations,975,22,1
Thomson Digital,3.9,296,Printing & Publishing | Noida +8 other locations,725,27,1
Azure Power,3.9,296,Power | New Delhi +24 other locations,1.2k,22,1
ONPASSIVE,2.6,296,IT Services & Consulting | Hyderabad / Secunderabad +7 other locations,1.4k,24,--
Bnp Paribas Securities,3.8,296,Financial Services | Chennai +8 other locations,1.8k,13,--
Skillmine Technology Consulting,3.6,296,IT Services & Consulting | Bangalore / Bengaluru +14 other locations,1.4k,18,1
Kubota Agricultural Machinery India,4.3,296,Agriculture | Chennai +44 other locations,1.2k,19,--
Bharat IT Services,3.4,296,IT Services & Consulting | New Delhi +48 other locations,986,17,--
Shree Renuka Sugars,4.1,296,Food Processing | Belgaum +41 other locations,1.1k,19,2
MobileComm Technologies India,3.7,296,Telecom | Gurgaon / Gurugram +31 other locations,1k,16,--
MMC Infotech Services,3.5,295,IT Services & Consulting | Chennai +7 other locations,1.1k,25,8
Alicon Castalloy,3.2,295,Auto Components | Pune +9 other locations,1.2k,10,--
SPML Infra,3.9,295,Engineering & Construction | Kolkata +50 other locations,794,21,23
Hema Engineering Industries,3.8,295,Auto Components | Gurgaon / Gurugram +22 other locations,1.1k,13,--
Nava Limited,3.8,296,Metals & Mining | Hyderabad / Secunderabad +24 other locations,1.1k,23,2
Alkyl Amines,4.1,295,Chemicals | Pune +15 other locations,1.2k,15,4
Gufic Biosciences,3.3,295,Pharma | Mumbai +34 other locations,1.2k,12,49
Adani Infra,3.8,295,Engineering & Construction | Ahmedabad +41 other locations,1.2k,31,--
Varindera Constructions,4.2,295,Engineering & Construction | New Delhi +19 other locations,881,13,4
Honda India Power Products,4.1,295,Industrial Machinery | Greater Noida +27 other locations,1k,25,--
Rainbow Childrens Hospital,3.9,295,Healthcare | Hyderabad / Secunderabad +13 other locations,975,22,1
Thomson Digital,3.9,296,Printing & Publishing | Noida +8 other locations,725,27,1
Azure Power,3.9,296,Power | New Delhi +24 other locations,1.2k,22,1
ONPASSIVE,2.6,296,IT Services & Consulting | Hyderabad / Secunderabad +7 other locations,1.4k,24,--
Bnp Paribas Securities,3.8,296,Financial Services | Chennai +8 other locations,1.8k,13,--
Skillmine Technology Consulting,3.6,296,IT Services & Consulting | Bangalore / Bengaluru +14 other locations,1.4k,18,1
Kubota Agricultural Machinery India,4.3,296,Agriculture | Chennai +44 other locations,1.2k,19,--
Bharat IT Services,3.4,296,IT Services & Consulting | New Delhi +48 other locations,986,17,--
Shree Renuka Sugars,4.1,296,Food Processing | Belgaum +41 other locations,1.1k,19,2
MobileComm Technologies India,3.7,296,Telecom | Gurgaon / Gurugram +31 other locations,1k,16,--
MMC Infotech Services,3.5,295,IT Services & Consulting | Chennai +7 other locations,1.1k,25,8
Alicon Castalloy,3.2,295,Auto Components | Pune +9 other locations,1.2k,10,--
SPML Infra,3.9,295,Engineering & Construction | Kolkata +50 other locations,794,21,23
Hema Engineering Industries,3.8,295,Auto Components | Gurgaon / Gurugram +22 other locations,1.1k,13,--
Nava Limited,3.8,296,Metals & Mining | Hyderabad / Secunderabad +24 other locations,1.1k,23,2
Alkyl Amines,4.1,295,Chemicals | Pune +15 other locations,1.2k,15,4
Gufic Biosciences,3.3,295,Pharma | Mumbai +34 other locations,1.2k,12,49
Adani Infra,3.8,295,Engineering & Construction | Ahmedabad +41 other locations,1.2k,31,--
Varindera Constructions,4.2,295,Engineering & Construction | New Delhi +19 other locations,881,13,4
Honda India Power Products,4.1,295,Industrial Machinery | Greater Noida +27 other locations,1k,25,--
Rainbow Childrens Hospital,3.9,295,Healthcare | Hyderabad / Secunderabad +13 other locations,975,22,1
Thomson Digital,3.9,296,Printing & Publishing | Noida +8 other locations,725,27,1
Azure Power,3.9,296,Power | New Delhi +24 other locations,1.2k,22,1
ONPASSIVE,2.6,296,IT Services & Consulting | Hyderabad / Secunderabad +7 other locations,1.4k,24,--
Bnp Paribas Securities,3.8,296,Financial Services | Chennai +8 other locations,1.8k,13,--
Skillmine Technology Consulting,3.6,296,IT Services & Consulting | Bangalore / Bengaluru +14 other locations,1.4k,18,1
Kubota Agricultural Machinery India,4.3,296,Agriculture | Chennai +44 other locations,1.2k,19,--
Bharat IT Services,3.4,296,IT Services & Consulting | New Delhi +48 other locations,986,17,--
Shree Renuka Sugars,4.1,296,Food Processing | Belgaum +41 other locations,1.1k,19,2
MobileComm Technologies India,3.7,296,Telecom | Gurgaon / Gurugram +31 other locations,1k,16,--
MMC Infotech Services,3.5,295,IT Services & Consulting | Chennai +7 other locations,1.1k,25,8
Alicon Castalloy,3.2,295,Auto Components | Pune +9 other locations,1.2k,10,--
SPML Infra,3.9,295,Engineering & Construction | Kolkata +50 other locations,794,21,23
Hema Engineering Industries,3.8,295,Auto Components | Gurgaon / Gurugram +22 other locations,1.1k,13,--
Nava Limited,3.8,296,Metals & Mining | Hyderabad / Secunderabad +24 other locations,1.1k,23,2
Alkyl Amines,4.1,295,Chemicals | Pune +15 other locations,1.2k,15,4
Gufic Biosciences,3.3,295,Pharma | Mumbai +34 other locations,1.2k,12,49
Adani Infra,3.8,295,Engineering & Construction | Ahmedabad +41 other locations,1.2k,31,--
Varindera Constructions,4.2,295,Engineering & Construction | New Delhi +19 other locations,881,13,4
Honda India Power Products,4.1,295,Industrial Machinery | Greater Noida +27 other locations,1k,25,--
Rainbow Childrens Hospital,3.9,295,Healthcare | Hyderabad / Secunderabad +13 other locations,975,22,1
Thomson Digital,3.9,296,Printing & Publishing | Noida +8 other locations,725,27,1
Azure Power,3.9,296,Power | New Delhi +24 other locations,1.2k,22,1
ONPASSIVE,2.6,296,IT Services & Consulting | Hyderabad / Secunderabad +7 other locations,1.4k,24,--
Bnp Paribas Securities,3.8,296,Financial Services | Chennai +8 other locations,1.8k,13,--
Skillmine Technology Consulting,3.6,296,IT Services & Consulting | Bangalore / Bengaluru +14 other locations,1.4k,18,1
Kubota Agricultural Machinery India,4.3,296,Agriculture | Chennai +44 other locations,1.2k,19,--
Bharat IT Services,3.4,296,IT Services & Consulting | New Delhi +48 other locations,986,17,--
Shree Renuka Sugars,4.1,296,Food Processing | Belgaum +41 other locations,1.1k,19,2
MobileComm Technologies India,3.7,296,Telecom | Gurgaon / Gurugram +31 other locations,1k,16,--
MMC Infotech Services,3.5,295,IT Services & Consulting | Chennai +7 other locations,1.1k,25,8
Alicon Castalloy,3.2,295,Auto Components | Pune +9 other locations,1.2k,10,--
SPML Infra,3.9,295,Engineering & Construction | Kolkata +50 other locations,794,21,23
Hema Engineering Industries,3.8,295,Auto Components | Gurgaon / Gurugram +22 other locations,1.1k,13,--
Nava Limited,3.8,296,Metals & Mining | Hyderabad / Secunderabad +24 other locations,1.1k,23,2
Alkyl Amines,4.1,295,Chemicals | Pune +15 other locations,1.2k,15,4
Gufic Biosciences,3.3,295,Pharma | Mumbai +34 other locations,1.2k,12,49
Adani Infra,3.8,295,Engineering & Construction | Ahmedabad +41 other locations,1.2k,31,--
Varindera Constructions,4.2,295,Engineering & Construction | New Delhi +19 other locations,881,13,4
Honda India Power Products,4.1,295,Industrial Machinery | Greater Noida +27 other locations,1k,25,--
Rainbow Childrens Hospital,3.9,295,Healthcare | Hyderabad / Secunderabad +13 other locations,975,22,1
Thomson Digital,3.9,296,Printing & Publishing | Noida +8 other locations,725,27,1
Azure Power,3.9,296,Power | New Delhi +24 other locations,1.2k,22,1
ONPASSIVE,2.6,296,IT Services & Consulting | Hyderabad / Secunderabad +7 other locations,1.4k,24,--
Bnp Paribas Securities,3.8,296,Financial Services | Chennai +8 other locations,1.8k,13,--
Skillmine Technology Consulting,3.6,296,IT Services & Consulting | Bangalore / Bengaluru +14 other locations,1.4k,18,1
Kubota Agricultural Machinery India,4.3,296,Agriculture | Chennai +44 other locations,1.2k,19,--
Bharat IT Services,3.4,296,IT Services & Consulting | New Delhi +48 other locations,986,17,--
Shree Renuka Sugars,4.1,296,Food Processing | Belgaum +41 other locations,1.1k,19,2
MobileComm Technologies India,3.7,296,Telecom | Gurgaon / Gurugram +31 other locations,1k,16,--
MMC Infotech Services,3.5,295,IT Services & Consulting | Chennai +7 other locations,1.1k,25,8
Alicon Castalloy,3.2,295,Auto Components | Pune +9 other locations,1.2k,10,--
SPML Infra,3.9,295,Engineering & Construction | Kolkata +50 other locations,794,21,23
Hema Engineering Industries,3.8,295,Auto Components | Gurgaon / Gurugram +22 other locations,1.1k,13,--
Nava Limited,3.8,296,Metals & Mining | Hyderabad / Secunderabad +24 other locations,1.1k,23,2
Alkyl Amines,4.1,295,Chemicals | Pune +15 other locations,1.2k,15,4
Gufic Biosciences,3.3,295,Pharma | Mumbai +34 other locations,1.2k,12,49
Adani Infra,3.8,295,Engineering & Construction | Ahmedabad +41 other locations,1.2k,31,--
Varindera Constructions,4.2,295,Engineering & Construction | New Delhi +19 other locations,881,13,4
Honda India Power Products,4.1,295,Industrial Machinery | Greater Noida +27 other locations,1k,25,--
Rainbow Childrens Hospital,3.9,295,Healthcare | Hyderabad / Secunderabad +13 other locations,975,22,1
Thomson Digital,3.9,296,Printing & Publishing | Noida +8 other locations,725,27,1
Azure Power,3.9,296,Power | New Delhi +24 other locations,1.2k,22,1
ONPASSIVE,2.6,296,IT Services & Consulting | Hyderabad / Secunderabad +7 other locations,1.4k,24,--
Bnp Paribas Securities,3.8,296,Financial Services | Chennai +8 other locations,1.8k,13,--
Skillmine Technology Consulting,3.6,296,IT Services & Consulting | Bangalore / Bengaluru +14 other locations,1.4k,18,1
Kubota Agricultural Machinery India,4.3,296,Agriculture | Chennai +44 other locations,1.2k,19,--
Bharat IT Services,3.4,296,IT Services & Consulting | New Delhi +48 other locations,986,17,--
Shree Renuka Sugars,4.1,296,Food Processing | Belgaum +41 other locations,1.1k,19,2
MobileComm Technologies India,3.7,296,Telecom | Gurgaon / Gurugram +31 other locations,1k,16,--
MMC Infotech Services,3.5,295,IT Services & Consulting | Chennai +7 other locations,1.1k,25,8
Alicon Castalloy,3.2,295,Auto Components | Pune +9 other locations,1.2k,10,--
SPML Infra,3.9,295,Engineering & Construction | Kolkata +50 other locations,794,21,23
Hema Engineering Industries,3.8,295,Auto Components | Gurgaon / Gurugram +22 other locations,1.1k,13,--
Nava Limited,3.8,296,Metals & Mining | Hyderabad / Secunderabad +24 other locations,1.1k,23,2
